region,municipality,district,party,votes
Blekinge län,Karlskrona,26 - Sillhövda,KD,58
Blekinge län,Karlskrona,26 - Sillhövda,V,53
Blekinge län,Karlskrona,26 - Sillhövda,MP,17
Blekinge län,Karlskrona,26 - Sillhövda,L,14
Blekinge län,Karlskrona,26 - Sillhövda,BLANK,8
Blekinge län,Karlskrona,26 - Sillhövda,ÖVR,6
Blekinge län,Karlskrona,26 - Sillhövda,FI,1
Blekinge län,Karlskrona,26 - Sillhövda,OGEJ,0
Blekinge län,Karlskrona,26 - Sillhövda,OG,0
Blekinge län,Karlskrona,27 - Strömsberg,SD,229
Blekinge län,Karlskrona,27 - Strömsberg,S,228
Blekinge län,Karlskrona,27 - Strömsberg,M,92
Blekinge län,Karlskrona,27 - Strömsberg,C,82
Blekinge län,Karlskrona,27 - Strömsberg,V,30
Blekinge län,Karlskrona,27 - Strömsberg,KD,27
Blekinge län,Karlskrona,27 - Strömsberg,L,17
Blekinge län,Karlskrona,27 - Strömsberg,MP,17
Blekinge län,Karlskrona,27 - Strömsberg,BLANK,13
Blekinge län,Karlskrona,27 - Strömsberg,ÖVR,5
Blekinge län,Karlskrona,27 - Strömsberg,FI,1
Blekinge län,Karlskrona,27 - Strömsberg,OGEJ,0
Blekinge län,Karlskrona,27 - Strömsberg,OG,0
Blekinge län,Karlskrona,28 - Tving,SD,441
Blekinge län,Karlskrona,28 - Tving,S,300
Blekinge län,Karlskrona,28 - Tving,M,155
Blekinge län,Karlskrona,28 - Tving,C,136
Blekinge län,Karlskrona,28 - Tving,KD,68
Blekinge län,Karlskrona,28 - Tving,V,57
Blekinge län,Karlskrona,28 - Tving,L,34
Blekinge län,Karlskrona,28 - Tving,ÖVR,12
Blekinge län,Karlskrona,28 - Tving,MP,10
Blekinge län,Karlskrona,28 - Tving,BLANK,9
Blekinge län,Karlskrona,28 - Tving,FI,5
Blekinge län,Karlskrona,28 - Tving,OGEJ,1
Blekinge län,Karlskrona,28 - Tving,OG,1
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,SD,49
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,S,47
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,M,41
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,C,32
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,V,17
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,MP,16
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,KD,10
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,L,7
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,FI,3
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,ÖVR,2
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,BLANK,2
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,OG,1
Blekinge län,Karlskrona,29 - Uppsamlingsdistrikt,OGEJ,0
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,S,209
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,M,208
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,SD,116
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,C,89
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,L,89
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,V,55
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,MP,55
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,KD,44
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,ÖVR,16
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,FI,4
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,BLANK,4
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,OGEJ,1
Blekinge län,Karlskrona,2 - Bergåsa m.fl.,OG,1
Blekinge län,Karlskrona,31 - Jämjö N,S,488
Blekinge län,Karlskrona,31 - Jämjö N,SD,377
Blekinge län,Karlskrona,31 - Jämjö N,M,183
Blekinge län,Karlskrona,31 - Jämjö N,KD,111
Blekinge län,Karlskrona,31 - Jämjö N,C,101
Blekinge län,Karlskrona,31 - Jämjö N,V,53
Blekinge län,Karlskrona,31 - Jämjö N,L,38
Blekinge län,Karlskrona,31 - Jämjö N,MP,27
Blekinge län,Karlskrona,31 - Jämjö N,ÖVR,10
Blekinge län,Karlskrona,31 - Jämjö N,BLANK,9
Blekinge län,Karlskrona,31 - Jämjö N,FI,2
Blekinge län,Karlskrona,31 - Jämjö N,OG,2
Blekinge län,Karlskrona,31 - Jämjö N,OGEJ,0
Blekinge län,Karlskrona,32 - Jämjö S,S,394
Blekinge län,Karlskrona,32 - Jämjö S,SD,250
Blekinge län,Karlskrona,32 - Jämjö S,M,156
Blekinge län,Karlskrona,32 - Jämjö S,KD,89
Blekinge län,Karlskrona,32 - Jämjö S,C,71
Blekinge län,Karlskrona,32 - Jämjö S,L,53
Blekinge län,Karlskrona,32 - Jämjö S,V,50
Blekinge län,Karlskrona,32 - Jämjö S,MP,22
Blekinge län,Karlskrona,32 - Jämjö S,BLANK,8
Blekinge län,Karlskrona,32 - Jämjö S,ÖVR,7
Blekinge län,Karlskrona,32 - Jämjö S,FI,2
Blekinge län,Karlskrona,32 - Jämjö S,OGEJ,0
Blekinge län,Karlskrona,32 - Jämjö S,OG,0
Blekinge län,Karlskrona,33 - Kristianopel,SD,341
Blekinge län,Karlskrona,33 - Kristianopel,S,249
Blekinge län,Karlskrona,33 - Kristianopel,M,131
Blekinge län,Karlskrona,33 - Kristianopel,C,101
Blekinge län,Karlskrona,33 - Kristianopel,KD,75
Blekinge län,Karlskrona,33 - Kristianopel,V,54
Blekinge län,Karlskrona,33 - Kristianopel,L,23
Blekinge län,Karlskrona,33 - Kristianopel,MP,16
Blekinge län,Karlskrona,33 - Kristianopel,ÖVR,10
Blekinge län,Karlskrona,33 - Kristianopel,BLANK,10
Blekinge län,Karlskrona,33 - Kristianopel,FI,1
Blekinge län,Karlskrona,33 - Kristianopel,OGEJ,0
Blekinge län,Karlskrona,33 - Kristianopel,OG,0
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,S,347
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,SD,196
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,M,133
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,KD,60
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,C,50
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,V,46
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,L,33
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,MP,33
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,ÖVR,11
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,BLANK,10
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,FI,2
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,OG,2
Blekinge län,Karlskrona,34 - Kronotorp m.fl.,OGEJ,0
Blekinge län,Karlskrona,35 - Kättilsmåla,SD,238
Blekinge län,Karlskrona,35 - Kättilsmåla,S,203
Blekinge län,Karlskrona,35 - Kättilsmåla,M,96
Blekinge län,Karlskrona,35 - Kättilsmåla,C,96
Blekinge län,Karlskrona,35 - Kättilsmåla,KD,43
Blekinge län,Karlskrona,35 - Kättilsmåla,V,31
Blekinge län,Karlskrona,35 - Kättilsmåla,MP,19
Blekinge län,Karlskrona,35 - Kättilsmåla,ÖVR,6
Blekinge län,Karlskrona,35 - Kättilsmåla,L,5
Blekinge län,Karlskrona,35 - Kättilsmåla,BLANK,5
Blekinge län,Karlskrona,35 - Kättilsmåla,FI,0
Blekinge län,Karlskrona,35 - Kättilsmåla,OGEJ,0
Blekinge län,Karlskrona,35 - Kättilsmåla,OG,0
Blekinge län,Karlskrona,36 - Lyckeby V,S,458
Blekinge län,Karlskrona,36 - Lyckeby V,SD,233
Blekinge län,Karlskrona,36 - Lyckeby V,M,167
Blekinge län,Karlskrona,36 - Lyckeby V,KD,90
Blekinge län,Karlskrona,36 - Lyckeby V,L,59
Blekinge län,Karlskrona,36 - Lyckeby V,V,59
Blekinge län,Karlskrona,36 - Lyckeby V,C,46
Blekinge län,Karlskrona,36 - Lyckeby V,MP,29
Blekinge län,Karlskrona,36 - Lyckeby V,ÖVR,8
Blekinge län,Karlskrona,36 - Lyckeby V,BLANK,8
Blekinge län,Karlskrona,36 - Lyckeby V,FI,0
Blekinge län,Karlskrona,36 - Lyckeby V,OGEJ,0
Blekinge län,Karlskrona,36 - Lyckeby V,OG,0
Blekinge län,Karlskrona,37 - Lyckeby Ö,S,449
Blekinge län,Karlskrona,37 - Lyckeby Ö,M,315
Blekinge län,Karlskrona,37 - Lyckeby Ö,SD,315
Blekinge län,Karlskrona,37 - Lyckeby Ö,KD,137
Blekinge län,Karlskrona,37 - Lyckeby Ö,C,129
Blekinge län,Karlskrona,37 - Lyckeby Ö,L,89
Blekinge län,Karlskrona,37 - Lyckeby Ö,V,81
Blekinge län,Karlskrona,37 - Lyckeby Ö,MP,63
Blekinge län,Karlskrona,37 - Lyckeby Ö,ÖVR,12
Blekinge län,Karlskrona,37 - Lyckeby Ö,BLANK,12
Blekinge län,Karlskrona,37 - Lyckeby Ö,FI,6
Blekinge län,Karlskrona,37 - Lyckeby Ö,OGEJ,1
Blekinge län,Karlskrona,37 - Lyckeby Ö,OG,0
Blekinge län,Karlskrona,38 - Ramdala,S,492
Blekinge län,Karlskrona,38 - Ramdala,M,377
Blekinge län,Karlskrona,38 - Ramdala,SD,352
Blekinge län,Karlskrona,38 - Ramdala,C,153
Blekinge län,Karlskrona,38 - Ramdala,KD,148
Blekinge län,Karlskrona,38 - Ramdala,L,75
Blekinge län,Karlskrona,38 - Ramdala,V,61
Blekinge län,Karlskrona,38 - Ramdala,MP,53
Blekinge län,Karlskrona,38 - Ramdala,ÖVR,10
Blekinge län,Karlskrona,38 - Ramdala,BLANK,10
Blekinge län,Karlskrona,38 - Ramdala,FI,1
Blekinge län,Karlskrona,38 - Ramdala,OGEJ,0
Blekinge län,Karlskrona,38 - Ramdala,OG,0
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,S,461
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,SD,305
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,M,283
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,KD,85
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,V,81
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,C,75
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,L,65
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,MP,51
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,BLANK,16
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,ÖVR,15
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,OG,2
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,FI,1
Blekinge län,Karlskrona,39 - Spandelstorp m.fl.,OGEJ,0
Blekinge län,Karlskrona,3 - Galgamarken,S,288
Blekinge län,Karlskrona,3 - Galgamarken,SD,210
Blekinge län,Karlskrona,3 - Galgamarken,M,112
Blekinge län,Karlskrona,3 - Galgamarken,V,86
Blekinge län,Karlskrona,3 - Galgamarken,MP,51
Blekinge län,Karlskrona,3 - Galgamarken,C,50
Blekinge län,Karlskrona,3 - Galgamarken,L,50
Blekinge län,Karlskrona,3 - Galgamarken,KD,27
Blekinge län,Karlskrona,3 - Galgamarken,ÖVR,27
Blekinge län,Karlskrona,3 - Galgamarken,BLANK,11
Blekinge län,Karlskrona,3 - Galgamarken,FI,6
Blekinge län,Karlskrona,3 - Galgamarken,OGEJ,1
Blekinge län,Karlskrona,3 - Galgamarken,OG,1
Blekinge län,Karlskrona,40 - Sturkö,S,419
Blekinge län,Karlskrona,40 - Sturkö,SD,333
Blekinge län,Karlskrona,40 - Sturkö,M,182
Blekinge län,Karlskrona,40 - Sturkö,KD,73
Blekinge län,Karlskrona,40 - Sturkö,C,69
Blekinge län,Karlskrona,40 - Sturkö,V,68
Blekinge län,Karlskrona,40 - Sturkö,L,56
Blekinge län,Karlskrona,40 - Sturkö,MP,27
Blekinge län,Karlskrona,40 - Sturkö,ÖVR,11
Blekinge län,Karlskrona,40 - Sturkö,BLANK,6
Blekinge län,Karlskrona,40 - Sturkö,FI,3
Blekinge län,Karlskrona,40 - Sturkö,OGEJ,0
Blekinge län,Karlskrona,40 - Sturkö,OG,0
Blekinge län,Karlskrona,41 - Torhamn,SD,331
Blekinge län,Karlskrona,41 - Torhamn,S,305
Blekinge län,Karlskrona,41 - Torhamn,M,149
Blekinge län,Karlskrona,41 - Torhamn,C,107
Blekinge län,Karlskrona,41 - Torhamn,KD,88
Blekinge län,Karlskrona,41 - Torhamn,V,59
Blekinge län,Karlskrona,41 - Torhamn,L,31
Blekinge län,Karlskrona,41 - Torhamn,MP,31
Blekinge län,Karlskrona,41 - Torhamn,ÖVR,12
Blekinge län,Karlskrona,41 - Torhamn,BLANK,4
Blekinge län,Karlskrona,41 - Torhamn,FI,3
Blekinge län,Karlskrona,41 - Torhamn,OG,2
Blekinge län,Karlskrona,41 - Torhamn,OGEJ,0
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,S,471
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,M,347
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,SD,244
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,C,110
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,L,92
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,KD,87
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,MP,67
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,V,54
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,ÖVR,12
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,BLANK,12
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,FI,2
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,OGEJ,0
Blekinge län,Karlskrona,42 - Torskors-Hässlegården,OG,0
Blekinge län,Karlskrona,43 - Verkö m.fl.,M,308
Blekinge län,Karlskrona,43 - Verkö m.fl.,S,255
Blekinge län,Karlskrona,43 - Verkö m.fl.,SD,158
Blekinge län,Karlskrona,43 - Verkö m.fl.,KD,80
Blekinge län,Karlskrona,43 - Verkö m.fl.,C,77
Blekinge län,Karlskrona,43 - Verkö m.fl.,L,77
Blekinge län,Karlskrona,43 - Verkö m.fl.,V,42
Blekinge län,Karlskrona,43 - Verkö m.fl.,MP,38
Blekinge län,Karlskrona,43 - Verkö m.fl.,ÖVR,5
Blekinge län,Karlskrona,43 - Verkö m.fl.,BLANK,5
Blekinge län,Karlskrona,43 - Verkö m.fl.,OG,1
Blekinge län,Karlskrona,43 - Verkö m.fl.,FI,0
Blekinge län,Karlskrona,43 - Verkö m.fl.,OGEJ,0
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,M,51
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,S,41
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,SD,32
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,C,19
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,L,18
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,MP,14
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,KD,13
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,V,13
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,ÖVR,8
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,FI,2
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,BLANK,2
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,OGEJ,0
Blekinge län,Karlskrona,44 - Uppsamlingsdistrikt,OG,0
Blekinge län,Karlskrona,4 - Hogland m.fl.,S,308
Blekinge län,Karlskrona,4 - Hogland m.fl.,M,192
Blekinge län,Karlskrona,4 - Hogland m.fl.,SD,166
Blekinge län,Karlskrona,4 - Hogland m.fl.,V,76
Blekinge län,Karlskrona,4 - Hogland m.fl.,C,53
Blekinge län,Karlskrona,4 - Hogland m.fl.,L,52
Blekinge län,Karlskrona,4 - Hogland m.fl.,KD,52
Blekinge län,Karlskrona,4 - Hogland m.fl.,MP,32
Blekinge län,Karlskrona,4 - Hogland m.fl.,BLANK,12
Blekinge län,Karlskrona,4 - Hogland m.fl.,ÖVR,8
Blekinge län,Karlskrona,4 - Hogland m.fl.,FI,7
Blekinge län,Karlskrona,4 - Hogland m.fl.,OGEJ,0
Blekinge län,Karlskrona,4 - Hogland m.fl.,OG,0
Blekinge län,Karlskrona,5 - Hästö,M,303
Blekinge län,Karlskrona,5 - Hästö,S,236
Blekinge län,Karlskrona,5 - Hästö,SD,161
Blekinge län,Karlskrona,5 - Hästö,L,89
Blekinge län,Karlskrona,5 - Hästö,C,84
Blekinge län,Karlskrona,5 - Hästö,KD,55
Blekinge län,Karlskrona,5 - Hästö,V,54
Blekinge län,Karlskrona,5 - Hästö,MP,52
Blekinge län,Karlskrona,5 - Hästö,BLANK,9
Blekinge län,Karlskrona,5 - Hästö,ÖVR,7
Blekinge län,Karlskrona,5 - Hästö,FI,6
Blekinge län,Karlskrona,5 - Hästö,OG,1
Blekinge län,Karlskrona,5 - Hästö,OGEJ,0
Blekinge län,Karlskrona,6 - Långö-Gräsvik,S,277
Blekinge län,Karlskrona,6 - Långö-Gräsvik,M,238
Blekinge län,Karlskrona,6 - Långö-Gräsvik,SD,154
Blekinge län,Karlskrona,6 - Långö-Gräsvik,L,100
Blekinge län,Karlskrona,6 - Långö-Gräsvik,C,73
Blekinge län,Karlskrona,6 - Långö-Gräsvik,KD,72
Blekinge län,Karlskrona,6 - Långö-Gräsvik,V,60
Blekinge län,Karlskrona,6 - Långö-Gräsvik,MP,57
Blekinge län,Karlskrona,6 - Långö-Gräsvik,FI,12
Blekinge län,Karlskrona,6 - Långö-Gräsvik,ÖVR,11
Blekinge län,Karlskrona,6 - Långö-Gräsvik,BLANK,6
Blekinge län,Karlskrona,6 - Långö-Gräsvik,OG,1
Blekinge län,Karlskrona,6 - Långö-Gräsvik,OGEJ,0
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,S,343
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,M,275
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,SD,238
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,C,104
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,L,85
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,V,81
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,KD,78
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,MP,56
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,ÖVR,13
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,BLANK,12
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,FI,2
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,OGEJ,0
Blekinge län,Karlskrona,7 - Möllebacken m.fl.,OG,0
Blekinge län,Karlskrona,8 - Pantarholmen,S,444
Blekinge län,Karlskrona,8 - Pantarholmen,SD,253
Blekinge län,Karlskrona,8 - Pantarholmen,M,217
Blekinge län,Karlskrona,8 - Pantarholmen,L,93
Blekinge län,Karlskrona,8 - Pantarholmen,V,75
Blekinge län,Karlskrona,8 - Pantarholmen,C,74
Blekinge län,Karlskrona,8 - Pantarholmen,KD,64
Blekinge län,Karlskrona,8 - Pantarholmen,MP,43
Blekinge län,Karlskrona,8 - Pantarholmen,ÖVR,13
Blekinge län,Karlskrona,8 - Pantarholmen,BLANK,8
Blekinge län,Karlskrona,8 - Pantarholmen,FI,4
Blekinge län,Karlskrona,8 - Pantarholmen,OGEJ,0
Blekinge län,Karlskrona,8 - Pantarholmen,OG,0
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,S,391
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,M,285
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,SD,223
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,L,97
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,V,85
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,KD,83
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,C,77
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,MP,57
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,ÖVR,18
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,BLANK,14
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,FI,8
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,OGEJ,1
Blekinge län,Karlskrona,9 - Rosenfeldt m.fl.,OG,1
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,S,292
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,SD,273
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,M,108
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,C,57
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,KD,42
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,V,37
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,L,16
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,BLANK,12
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,MP,10
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,ÖVR,10
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,FI,0
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,OGEJ,0
Blekinge län,Olofström,0 - Brännaregården-Gränum norra,OG,0
Blekinge län,Olofström,1 - Ekeryd,S,342
Blekinge län,Olofström,1 - Ekeryd,SD,162
Blekinge län,Olofström,1 - Ekeryd,M,44
Blekinge län,Olofström,1 - Ekeryd,V,36
Blekinge län,Olofström,1 - Ekeryd,C,18
Blekinge län,Olofström,1 - Ekeryd,L,15
Blekinge län,Olofström,1 - Ekeryd,KD,13
Blekinge län,Olofström,1 - Ekeryd,MP,12
Blekinge län,Olofström,1 - Ekeryd,BLANK,7
Blekinge län,Olofström,1 - Ekeryd,ÖVR,4
Blekinge län,Olofström,1 - Ekeryd,FI,1
Blekinge län,Olofström,1 - Ekeryd,OG,1
Blekinge län,Olofström,1 - Ekeryd,OGEJ,0
Blekinge län,Olofström,2 - Jämshög-Gränum södra,S,548
Blekinge län,Olofström,2 - Jämshög-Gränum södra,SD,499
Blekinge län,Olofström,2 - Jämshög-Gränum södra,M,221
Blekinge län,Olofström,2 - Jämshög-Gränum södra,C,128
Blekinge län,Olofström,2 - Jämshög-Gränum södra,V,95
Blekinge län,Olofström,2 - Jämshög-Gränum södra,KD,85
Blekinge län,Olofström,2 - Jämshög-Gränum södra,L,42
Blekinge län,Olofström,2 - Jämshög-Gränum södra,MP,34
Blekinge län,Olofström,2 - Jämshög-Gränum södra,BLANK,17
Blekinge län,Olofström,2 - Jämshög-Gränum södra,ÖVR,16
Blekinge län,Olofström,2 - Jämshög-Gränum södra,FI,3
Blekinge län,Olofström,2 - Jämshög-Gränum södra,OGEJ,3
Blekinge län,Olofström,2 - Jämshög-Gränum södra,OG,0
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,S,398
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,SD,367
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,M,153
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,C,147
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,KD,83
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,V,62
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,L,26
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,MP,16
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,BLANK,14
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,ÖVR,12
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,FI,9
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,OGEJ,0
Blekinge län,Olofström,3 - Kyrkhult-Hemsjö,OG,0
Blekinge län,Olofström,4 - Oredslund,S,462
Blekinge län,Olofström,4 - Oredslund,SD,331
Blekinge län,Olofström,4 - Oredslund,M,167
Blekinge län,Olofström,4 - Oredslund,C,62
Blekinge län,Olofström,4 - Oredslund,V,62
Blekinge län,Olofström,4 - Oredslund,KD,52
Blekinge län,Olofström,4 - Oredslund,L,33
Blekinge län,Olofström,4 - Oredslund,MP,16
Blekinge län,Olofström,4 - Oredslund,BLANK,14
Blekinge län,Olofström,4 - Oredslund,ÖVR,7
Blekinge län,Olofström,4 - Oredslund,FI,2
Blekinge län,Olofström,4 - Oredslund,OGEJ,2
Blekinge län,Olofström,4 - Oredslund,OG,0
Blekinge län,Olofström,5 - Petrefors,S,490
Blekinge län,Olofström,5 - Petrefors,SD,349
Blekinge län,Olofström,5 - Petrefors,M,116
Blekinge län,Olofström,5 - Petrefors,V,74
Blekinge län,Olofström,5 - Petrefors,KD,60
Blekinge län,Olofström,5 - Petrefors,C,43
Blekinge län,Olofström,5 - Petrefors,MP,33
Blekinge län,Olofström,5 - Petrefors,L,19
Blekinge län,Olofström,5 - Petrefors,BLANK,14
Blekinge län,Olofström,5 - Petrefors,ÖVR,10
Blekinge län,Olofström,5 - Petrefors,FI,3
Blekinge län,Olofström,5 - Petrefors,OG,3
Blekinge län,Olofström,5 - Petrefors,OGEJ,0
Blekinge län,Olofström,6 - Vilboken-Vilshult,S,476
Blekinge län,Olofström,6 - Vilboken-Vilshult,SD,376
Blekinge län,Olofström,6 - Vilboken-Vilshult,M,164
Blekinge län,Olofström,6 - Vilboken-Vilshult,V,94
Blekinge län,Olofström,6 - Vilboken-Vilshult,C,80
Blekinge län,Olofström,6 - Vilboken-Vilshult,KD,68
Blekinge län,Olofström,6 - Vilboken-Vilshult,L,38
Blekinge län,Olofström,6 - Vilboken-Vilshult,MP,28
Blekinge län,Olofström,6 - Vilboken-Vilshult,BLANK,16
Blekinge län,Olofström,6 - Vilboken-Vilshult,ÖVR,14
Blekinge län,Olofström,6 - Vilboken-Vilshult,FI,1
Blekinge län,Olofström,6 - Vilboken-Vilshult,OGEJ,1
Blekinge län,Olofström,6 - Vilboken-Vilshult,OG,0
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,SD,50
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,S,46
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,M,29
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,V,12
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,MP,11
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,C,7
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,KD,7
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,ÖVR,5
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,L,3
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,BLANK,2
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,FI,1
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,OGEJ,0
Blekinge län,Olofström,7 - Uppsamlingsdistrikt,OG,0
Blekinge län,Ronneby,0 - Backaryd-Öljehult,SD,313
Blekinge län,Ronneby,0 - Backaryd-Öljehult,S,228
Blekinge län,Ronneby,0 - Backaryd-Öljehult,M,155
Blekinge län,Ronneby,0 - Backaryd-Öljehult,C,113
